id,raw_x,raw_y,refined_x,refined_y,ra_deg,dec_deg,ra_hms,dec_dms,peak_adu,dao_flux,net_flux,flux_err,snr,mag_inst,mag_inst_err,mag_calibrated,mag_calibrated_err
Auto_1436,3305.74,2147.03,3305.86,2147.03,,,,,73.0,924.000,1203.031,188.976,6.37,-7.701,0.171,15.698,0.171
Auto_1437,58.04,3426.57,58.03,3426.60,,,,,108.0,924.000,1335.167,188.774,7.07,-7.814,0.154,15.585,0.154
Auto_1438,2019.04,2363.97,2019.09,2363.96,,,,,93.0,924.000,1302.809,187.723,6.94,-7.787,0.156,15.612,0.156
Auto_1439,5552.63,2995.28,5552.80,2995.38,,,,,82.0,923.000,1040.529,189.523,5.49,-7.543,0.198,15.856,0.198
Auto_1440,4098.43,1029.55,4098.59,1029.36,,,,,67.0,923.000,1216.649,189.709,6.41,-7.713,0.169,15.686,0.169
Auto_1441,1838.01,3934.60,1837.99,3934.55,,,,,97.0,922.000,1199.526,189.270,6.34,-7.698,0.171,15.701,0.171
Auto_1442,4790.75,2892.63,4790.96,2892.60,,,,,75.0,921.000,1253.940,188.436,6.65,-7.746,0.163,15.653,0.163
Auto_1443,938.31,798.34,938.31,798.33,,,,,89.0,920.000,1179.345,188.927,6.24,-7.679,0.174,15.720,0.174
Auto_1444,4571.80,1461.67,4571.89,1461.50,,,,,57.0,918.000,1035.506,189.027,5.48,-7.538,0.198,15.861,0.198
Auto_1445,294.40,1743.81,294.43,1743.78,,,,,107.0,917.000,1259.348,189.621,6.64,-7.750,0.163,15.649,0.163
Auto_1446,2776.71,2397.74,2776.88,2397.65,,,,,74.0,916.000,1260.074,189.083,6.66,-7.751,0.163,15.648,0.163
Auto_1447,5110.22,965.64,5110.38,965.55,,,,,73.0,915.000,1099.176,189.959,5.79,-7.603,0.188,15.796,0.188
Auto_1448,445.70,1963.85,445.74,1963.84,,,,,103.0,915.000,1185.101,189.229,6.26,-7.684,0.173,15.715,0.173
Auto_1449,117.91,454.75,117.82,454.73,,,,,107.0,913.000,1232.978,188.484,6.54,-7.727,0.166,15.672,0.166
Auto_1450,6226.85,3481.87,6226.93,3481.99,,,,,81.0,912.000,1092.989,190.664,5.73,-7.597,0.189,15.802,0.189
Auto_1451,5605.20,114.66,5605.37,114.54,,,,,60.0,911.000,1063.596,189.983,5.60,-7.567,0.194,15.832,0.194
Auto_1452,6048.15,633.90,6048.24,633.83,,,,,72.0,909.000,946.329,190.465,4.97,-7.440,0.219,15.959,0.219
Auto_1453,5254.16,3474.59,5254.34,3474.69,,,,,81.0,909.000,1178.603,189.289,6.23,-7.678,0.174,15.721,0.174
Auto_1454,764.55,2043.12,764.58,2043.11,,,,,107.0,908.000,1130.904,188.079,6.01,-7.634,0.181,15.765,0.181
Auto_1455,3239.89,3689.17,3239.97,3689.22,,,,,90.0,907.000,1156.918,188.511,6.14,-7.658,0.177,15.741,0.177
Auto_1456,2328.50,2899.05,2328.60,2899.04,,,,,87.0,907.000,1290.529,188.247,6.86,-7.777,0.158,15.622,0.158
Auto_1457,247.13,2292.96,247.09,2292.95,,,,,108.0,906.000,1208.385,188.400,6.41,-7.706,0.169,15.693,0.169
Auto_1458,1249.36,1535.49,1249.52,1535.49,,,,,94.0,905.000,1311.806,188.689,6.95,-7.795,0.156,15.604,0.156
Auto_1459,6046.18,2319.54,6046.34,2319.54,,,,,76.0,902.000,1000.409,189.744,5.27,-7.500,0.206,15.899,0.206
Auto_1460,915.50,210.79,915.46,210.80,,,,,97.0,902.000,1175.048,188.150,6.25,-7.675,0.174,15.724,0.174
Auto_1461,6020.99,2558.46,6021.16,2558.56,,,,,73.0,898.000,933.333,191.178,4.88,-7.425,0.222,15.974,0.222
Auto_1462,5988.29,3424.16,5988.40,3424.24,,,,,89.0,897.000,1035.729,189.813,5.46,-7.538,0.199,15.861,0.199
Auto_1463,5698.46,4091.24,5698.61,4091.36,,,,,87.0,896.000,1108.670,189.058,5.86,-7.612,0.185,15.787,0.185
Auto_1464,1441.68,1118.77,1441.66,1118.69,,,,,94.0,894.000,1135.620,187.681,6.05,-7.638,0.179,15.761,0.179
Auto_1465,5575.70,4166.94,5575.81,4167.13,,,,,71.0,893.000,1039.435,191.308,5.43,-7.542,0.200,15.857,0.200
Auto_1466,1121.32,894.06,1121.35,894.07,,,,,102.0,893.000,1257.647,188.566,6.67,-7.749,0.163,15.650,0.163
Auto_1467,4202.74,706.85,4202.73,706.74,,,,,75.0,888.000,1072.456,189.643,5.66,-7.576,0.192,15.823,0.192
Auto_1468,4115.08,3544.05,4115.17,3544.13,,,,,84.0,884.000,1125.405,188.587,5.97,-7.628,0.182,15.771,0.182
Auto_1469,4974.64,3631.96,4974.69,3631.98,,,,,83.0,883.000,1016.223,188.828,5.38,-7.517,0.202,15.882,0.202
Auto_1470,2602.29,3093.16,2602.33,3093.17,,,,,91.0,881.000,1220.779,188.221,6.49,-7.717,0.167,15.682,0.167
Auto_1471,5018.47,162.35,5018.57,162.30,,,,,62.0,881.000,811.548,195.170,4.16,-7.273,0.261,16.126,0.261
Auto_1472,1378.78,1937.67,1378.80,1937.67,,,,,90.0,880.000,1222.377,188.346,6.49,-7.718,0.167,15.681,0.167
Auto_1473,5858.03,3969.10,5858.15,3969.21,,,,,73.0,880.000,993.596,189.348,5.25,-7.493,0.207,15.906,0.207
Auto_1474,878.21,2663.94,878.22,2663.96,,,,,98.0,877.000,1137.604,188.203,6.04,-7.640,0.180,15.759,0.180
Auto_1475,5570.71,1108.92,5570.81,1108.90,,,,,69.0,877.000,1068.764,190.617,5.61,-7.572,0.194,15.827,0.194
Auto_1476,4453.58,2009.24,4453.72,2009.24,,,,,71.0,875.000,1063.554,188.956,5.63,-7.567,0.193,15.832,0.193
Auto_1477,2204.63,402.48,2204.62,402.51,,,,,71.0,874.000,1250.255,188.559,6.63,-7.742,0.164,15.657,0.164
Auto_1478,2357.48,2531.79,2357.58,2531.70,,,,,78.0,874.000,1292.805,188.513,6.86,-7.779,0.158,15.620,0.158
Auto_1479,672.71,1570.97,672.63,1570.90,,,,,97.0,874.000,1209.975,188.411,6.42,-7.707,0.169,15.692,0.169
Auto_1480,765.52,2150.67,765.46,2150.55,,,,,75.0,872.000,1281.927,188.671,6.79,-7.770,0.160,15.629,0.160
Auto_1481,3470.09,2809.31,3470.14,2809.33,,,,,82.0,872.000,1144.576,188.514,6.07,-7.647,0.179,15.752,0.179
Auto_1482,5868.09,2734.81,5868.19,2734.83,,,,,74.0,867.000,984.308,189.732,5.19,-7.483,0.209,15.916,0.209
Auto_1483,3016.84,3124.82,3016.90,3124.84,,,,,76.0,867.000,1254.981,188.095,6.67,-7.747,0.163,15.652,0.163
Auto_1484,4475.38,1864.85,4475.58,1864.73,,,,,71.0,867.000,1071.302,188.942,5.67,-7.575,0.191,15.824,0.191
Auto_1485,457.15,3148.24,457.14,3148.24,,,,,108.0,865.000,1208.306,187.824,6.43,-7.705,0.169,15.694,0.169
Auto_1486,1372.90,3647.55,1372.88,3647.53,,,,,110.0,865.000,1237.688,187.984,6.58,-7.732,0.165,15.667,0.165
Auto_1487,3634.84,1547.63,3634.99,1547.49,,,,,67.0,865.000,1066.775,188.249,5.67,-7.570,0.192,15.829,0.192
Auto_1488,1593.01,360.39,1592.94,360.37,,,,,75.0,864.000,1184.579,188.565,6.28,-7.684,0.173,15.715,0.173
Auto_1489,2989.64,2953.80,2989.72,2953.82,,,,,70.0,860.000,1198.761,187.609,6.39,-7.697,0.170,15.702,0.170
Auto_1490,1738.09,430.96,1738.10,430.91,,,,,85.0,860.000,1106.736,188.009,5.89,-7.610,0.184,15.789,0.184
Auto_1491,3832.59,290.40,3833.76,288.94,,,,,66.0,859.000,1493.138,190.689,7.83,-7.935,0.139,15.464,0.139
Auto_1492,5379.77,1051.42,5379.93,1051.26,,,,,66.0,858.000,903.101,189.082,4.78,-7.389,0.227,16.010,0.227
Auto_1493,4346.34,1843.73,4346.46,1843.66,,,,,74.0,857.000,996.494,189.122,5.27,-7.496,0.206,15.903,0.206
Auto_1494,1348.26,2412.28,1348.31,2412.32,,,,,102.0,857.000,1178.129,187.773,6.27,-7.678,0.173,15.721,0.173
Auto_1495,334.13,2568.21,334.16,2568.22,,,,,111.0,856.000,1059.514,189.157,5.60,-7.563,0.194,15.836,0.194
Auto_1496,6125.39,2449.60,6125.52,2449.63,,,,,68.0,854.000,869.895,189.125,4.60,-7.349,0.236,16.050,0.236
Auto_1497,2808.01,3540.88,2808.13,3540.89,,,,,89.0,854.000,1111.924,188.305,5.90,-7.615,0.184,15.784,0.184
Auto_1498,66.04,2324.14,66.02,2324.14,,,,,108.0,854.000,1101.472,188.257,5.85,-7.605,0.186,15.794,0.186
Auto_1499,808.53,2041.05,808.48,2041.05,,,,,96.0,854.000,1232.861,188.852,6.53,-7.727,0.166,15.672,0.166
Auto_1500,4738.77,1660.52,4738.84,1660.40,,,,,58.0,853.000,985.797,189.804,5.19,-7.484,0.209,15.915,0.209
Auto_1501,4551.45,1512.59,4551.55,1512.61,,,,,66.0,853.000,940.595,189.666,4.96,-7.434,0.219,15.965,0.219
Auto_1502,4037.96,3326.14,4038.08,3326.18,,,,,81.0,850.000,1040.148,188.130,5.53,-7.543,0.196,15.856,0.196
Auto_1503,4737.76,3131.57,4737.81,3131.61,,,,,73.0,849.000,1104.364,188.985,5.84,-7.608,0.186,15.791,0.186
Auto_1504,1396.89,2402.12,1396.88,2402.13,,,,,99.0,849.000,1024.294,188.266,5.44,-7.526,0.200,15.873,0.200
Auto_1505,44.76,2580.50,44.76,2580.54,,,,,97.0,848.000,1155.931,189.518,6.10,-7.657,0.178,15.742,0.178
Auto_1506,3284.81,1057.04,3284.85,1056.90,,,,,67.0,848.000,1051.874,188.583,5.58,-7.555,0.195,15.844,0.195
Auto_1507,4439.84,77.77,4439.97,77.61,,,,,65.0,847.000,965.751,189.991,5.08,-7.462,0.214,15.937,0.214
Auto_1508,1747.28,4016.06,1747.27,4016.06,,,,,108.0,844.000,1135.787,187.267,6.07,-7.638,0.179,15.761,0.179
Auto_1509,4860.00,69.52,4860.13,69.36,,,,,74.0,844.000,1053.117,190.016,5.54,-7.556,0.196,15.843,0.196
Auto_1510,6214.11,2999.80,6214.24,2999.89,,,,,66.0,844.000,1014.706,189.692,5.35,-7.516,0.203,15.883,0.203
Auto_1511,4748.34,1568.11,4748.60,1568.15,,,,,69.0,842.000,1003.289,189.224,5.30,-7.504,0.205,15.895,0.205
Auto_1512,4637.02,969.02,4637.12,968.92,,,,,56.0,842.000,899.712,189.331,4.75,-7.385,0.228,16.014,0.228
Auto_1513,1756.67,1768.61,1756.71,1768.51,,,,,77.0,839.000,1092.499,188.461,5.80,-7.596,0.187,15.803,0.187
Auto_1514,3925.70,3265.00,3925.86,3265.10,,,,,79.0,838.000,1106.982,189.220,5.85,-7.610,0.186,15.789,0.186
Auto_1515,1180.93,2406.15,1180.94,2406.16,,,,,102.0,838.000,1161.746,187.987,6.18,-7.663,0.176,15.736,0.176
Auto_1516,2072.77,2505.85,2072.80,2505.85,,,,,84.0,837.000,1138.520,188.511,6.04,-7.641,0.180,15.758,0.180
Auto_1517,6045.28,1958.29,6045.57,1958.26,,,,,64.0,834.000,892.264,189.674,4.70,-7.376,0.231,16.023,0.231
Auto_1518,5647.01,2727.86,5646.97,2727.80,,,,,73.0,833.000,939.202,189.588,4.95,-7.432,0.219,15.967,0.219
Auto_1519,6122.33,2796.72,6122.42,2796.74,,,,,74.0,830.000,949.506,189.196,5.02,-7.444,0.216,15.955,0.216
Auto_1520,5102.26,674.70,5102.61,674.60,,,,,70.0,829.000,1024.867,189.063,5.42,-7.527,0.200,15.872,0.200
Auto_1521,178.84,3671.47,178.73,3671.49,,,,,102.0,827.000,1052.634,187.772,5.61,-7.556,0.194,15.843,0.194
Auto_1522,465.79,31.95,465.77,31.89,,,,,102.0,827.000,1130.912,189.710,5.96,-7.634,0.182,15.765,0.182
Auto_1523,6213.07,3833.69,6213.24,3833.73,,,,,73.0,825.000,909.243,189.572,4.80,-7.397,0.226,16.002,0.226
Auto_1524,1483.22,990.29,1483.29,990.25,,,,,78.0,824.000,1129.628,187.810,6.01,-7.632,0.181,15.767,0.181
Auto_1525,5137.30,932.82,5137.39,932.73,,,,,64.0,824.000,907.095,189.291,4.79,-7.394,0.227,16.005,0.227
Auto_1526,1453.26,1814.77,1453.32,1814.75,,,,,92.0,824.000,1203.751,188.612,6.38,-7.701,0.170,15.698,0.170
Auto_1527,489.78,3599.47,489.81,3599.55,,,,,91.0,822.000,1081.388,187.939,5.75,-7.585,0.189,15.814,0.189
Auto_1528,1730.47,1543.47,1730.53,1543.43,,,,,78.0,817.000,1199.548,187.670,6.39,-7.698,0.170,15.701,0.170
Auto_1529,5839.80,3840.84,5839.97,3840.69,,,,,62.0,817.000,876.160,189.496,4.62,-7.356,0.235,16.043,0.235
Auto_1530,1798.10,1185.46,1798.03,1185.42,,,,,78.0,817.000,1095.720,187.623,5.84,-7.599,0.186,15.800,0.186
Auto_1531,135.12,206.93,135.08,206.93,,,,,88.0,816.000,1079.852,188.446,5.73,-7.583,0.189,15.816,0.189
Auto_1532,5819.11,2124.79,5819.31,2124.77,,,,,62.0,816.000,932.395,189.161,4.93,-7.424,0.220,15.975,0.220
Auto_1533,3349.23,20.17,3349.32,20.07,,,,,68.0,816.000,1113.333,188.923,5.89,-7.617,0.184,15.782,0.184
Auto_1534,4530.89,2734.74,4530.99,2734.72,,,,,70.0,815.000,887.301,189.132,4.69,-7.370,0.231,16.029,0.231
Auto_1535,1210.28,2538.28,1210.27,2538.30,,,,,95.0,814.000,1066.267,188.014,5.67,-7.570,0.191,15.829,0.191
Auto_1536,5241.60,2359.69,5241.65,2359.59,,,,,60.0,813.000,874.611,188.787,4.63,-7.355,0.234,16.044,0.234
Auto_1537,5842.65,1738.15,5842.80,1738.23,,,,,59.0,813.000,976.657,188.853,5.17,-7.474,0.210,15.925,0.210
Auto_1538,4922.48,753.76,4922.71,753.61,,,,,64.0,810.000,968.253,189.341,5.11,-7.465,0.212,15.934,0.212
Auto_1539,427.51,2408.21,427.43,2408.24,,,,,99.0,805.000,1024.075,188.200,5.44,-7.526,0.200,15.873,0.200
Auto_1540,6223.11,1891.26,6223.29,1891.26,,,,,55.0,804.000,907.300,189.816,4.78,-7.394,0.227,16.005,0.227
Auto_1541,1919.80,3431.93,1919.86,3431.95,,,,,80.0,802.000,1086.659,187.527,5.79,-7.590,0.187,15.809,0.187
Auto_1542,4626.74,4048.97,4626.82,4048.99,,,,,68.0,802.000,930.479,188.244,4.94,-7.422,0.220,15.977,0.220
Auto_1543,4700.59,3098.38,4700.80,3098.42,,,,,64.0,802.000,996.911,188.647,5.28,-7.497,0.205,15.902,0.205
Auto_1544,3966.44,1804.00,3966.39,1803.93,,,,,64.0,802.000,976.260,188.097,5.19,-7.474,0.209,15.925,0.209
Auto_1545,4953.02,4120.98,4953.11,4121.08,,,,,70.0,801.000,941.693,188.948,4.98,-7.435,0.218,15.964,0.218
Auto_1546,3397.29,3737.86,3397.35,3737.89,,,,,90.0,800.000,1079.770,188.583,5.73,-7.583,0.190,15.816,0.190
Auto_1547,3823.50,2921.58,3823.62,2921.61,,,,,69.0,800.000,1044.872,188.461,5.54,-7.548,0.196,15.851,0.196
Auto_1548,628.43,2413.38,628.38,2413.36,,,,,89.0,799.000,1058.776,187.470,5.65,-7.562,0.192,15.837,0.192
Auto_1549,1273.25,3502.52,1273.26,3502.55,,,,,74.0,797.000,1136.407,188.126,6.04,-7.639,0.180,15.760,0.180
Auto_1550,2247.36,2149.40,2247.41,2149.41,,,,,74.0,797.000,1179.435,188.296,6.26,-7.679,0.173,15.720,0.173
Auto_1551,455.78,2191.73,455.80,2191.73,,,,,98.0,795.000,947.281,188.007,5.04,-7.441,0.215,15.958,0.215
Auto_1552,2222.76,2563.70,2222.79,2563.69,,,,,78.0,795.000,1142.596,188.332,6.07,-7.645,0.179,15.754,0.179
Auto_1553,3256.22,1550.65,3256.47,1550.62,,,,,66.0,794.000,1082.992,187.942,5.76,-7.587,0.188,15.812,0.188
Auto_1554,1212.40,2110.04,1212.35,2110.04,,,,,92.0,792.000,1083.726,187.885,5.77,-7.587,0.188,15.812,0.188
Auto_1555,748.30,878.38,748.40,878.37,,,,,82.0,791.000,1068.022,188.732,5.66,-7.571,0.192,15.828,0.192
Auto_1556,4804.35,3665.49,4804.56,3665.49,,,,,72.0,791.000,989.924,188.357,5.26,-7.489,0.207,15.910,0.207
Auto_1557,5180.55,12.09,5180.62,12.09,,,,,61.0,790.000,895.928,190.182,4.71,-7.381,0.230,16.018,0.230
Auto_1558,94.55,1455.07,94.57,1455.04,,,,,97.0,790.000,1110.783,188.864,5.88,-7.614,0.185,15.785,0.185
Auto_1559,678.54,888.78,678.54,888.66,,,,,85.0,790.000,1087.938,187.852,5.79,-7.592,0.187,15.807,0.187
Auto_1560,4711.09,937.35,4711.16,937.30,,,,,67.0,789.000,780.348,189.384,4.12,-7.231,0.263,16.168,0.263
Auto_1561,5230.37,669.12,5230.54,669.07,,,,,65.0,788.000,840.876,189.342,4.44,-7.312,0.244,16.087,0.244
Auto_1562,5586.98,3483.80,5587.15,3483.79,,,,,69.0,786.000,840.691,188.884,4.45,-7.312,0.244,16.087,0.244
Auto_1563,201.76,2570.11,201.78,2570.12,,,,,106.0,786.000,1087.324,188.376,5.77,-7.591,0.188,15.808,0.188
Auto_1564,1563.91,3689.86,1563.93,3689.89,,,,,98.0,786.000,1008.565,188.137,5.36,-7.509,0.203,15.890,0.203
Auto_1565,4862.53,1700.01,4862.68,1700.00,,,,,59.0,785.000,859.662,188.753,4.55,-7.336,0.238,16.063,0.238
Auto_1566,5003.50,553.39,5003.72,553.34,,,,,53.0,784.000,812.642,188.938,4.30,-7.275,0.252,16.124,0.252
Auto_1567,3684.70,3696.58,3684.76,3696.62,,,,,69.0,783.000,1049.574,187.707,5.59,-7.553,0.194,15.846,0.194
Auto_1568,5449.77,3893.95,5449.82,3894.13,,,,,71.0,783.000,1008.855,189.655,5.32,-7.510,0.204,15.889,0.204
Auto_1569,2379.43,2135.55,2379.51,2135.47,,,,,76.0,782.000,1150.157,187.354,6.14,-7.652,0.177,15.747,0.177
Auto_1570,4314.10,580.70,4314.07,580.56,,,,,61.0,781.000,959.596,188.776,5.08,-7.455,0.214,15.944,0.214
Auto_1571,463.42,2877.42,463.38,2877.43,,,,,88.0,781.000,1116.792,187.574,5.95,-7.620,0.182,15.779,0.182
Auto_1572,1963.97,2632.78,1964.00,2632.78,,,,,83.0,779.000,1090.028,188.595,5.78,-7.594,0.188,15.805,0.188
Auto_1573,4966.59,753.38,4966.85,753.29,,,,,69.0,779.000,930.314,189.420,4.91,-7.422,0.221,15.977,0.221
Auto_1574,3516.75,3941.50,3516.82,3941.58,,,,,78.0,776.000,1020.688,188.552,5.41,-7.522,0.201,15.877,0.201
Auto_1575,4380.56,2707.57,4380.68,2707.59,,,,,60.0,775.000,922.315,188.782,4.89,-7.412,0.222,15.987,0.222
Auto_1576,4241.49,1338.47,4241.61,1338.46,,,,,73.0,775.000,935.445,188.698,4.96,-7.428,0.219,15.971,0.219
Auto_1577,4091.96,2989.27,4091.34,2989.07,,,,,64.0,775.000,1199.468,189.302,6.34,-7.697,0.171,15.702,0.171
Auto_1578,848.16,311.23,848.19,311.23,,,,,75.0,774.000,1079.497,188.618,5.72,-7.583,0.190,15.816,0.190
Auto_1579,4865.52,2692.58,4865.69,2692.58,,,,,66.0,772.000,916.033,189.601,4.83,-7.405,0.225,15.994,0.225
Auto_1580,2309.62,1904.99,2309.73,1904.92,,,,,78.0,771.000,1142.783,187.844,6.08,-7.645,0.178,15.754,0.178
Auto_1581,1915.13,3187.71,1915.15,3187.73,,,,,77.0,770.000,1074.704,187.464,5.73,-7.578,0.189,15.821,0.189
Auto_1582,1392.35,2634.31,1392.35,2634.30,,,,,93.0,770.000,893.987,187.544,4.77,-7.378,0.228,16.021,0.228
Auto_1583,744.27,1164.05,744.25,1164.06,,,,,83.0,769.000,972.320,188.311,5.16,-7.470,0.210,15.929,0.210
Auto_1584,3581.58,2943.17,3581.22,2943.50,,,,,59.0,769.000,1155.891,188.889,6.12,-7.657,0.177,15.742,0.177
Auto_1585,4865.27,379.39,4865.37,379.17,,,,,58.0,768.000,922.767,189.241,4.88,-7.413,0.223,15.986,0.223
Auto_1586,3197.25,2445.33,3197.30,2445.35,,,,,66.0,767.000,1047.408,188.290,5.56,-7.550,0.195,15.849,0.195
Auto_1587,4121.95,3740.90,4122.00,3740.91,,,,,62.0,766.000,985.207,188.261,5.23,-7.484,0.207,15.915,0.207
Auto_1588,2611.80,2910.87,2611.85,2910.83,,,,,74.0,765.000,1189.836,187.627,6.34,-7.689,0.171,15.710,0.171
Auto_1589,4069.51,549.37,4069.59,549.22,,,,,63.0,765.000,795.689,188.774,4.22,-7.252,0.258,16.147,0.258
Auto_1590,3648.77,4098.06,3648.83,4098.12,,,,,82.0,765.000,943.493,188.042,5.02,-7.437,0.216,15.962,0.216
Auto_1591,2006.22,3691.92,2006.24,3691.92,,,,,80.0,764.000,1062.037,187.826,5.65,-7.565,0.192,15.834,0.192
Auto_1592,4060.65,649.01,4060.85,648.81,,,,,66.0,763.000,1002.064,189.124,5.30,-7.502,0.205,15.897,0.205
Auto_1593,2258.52,3436.79,2258.56,3436.82,,,,,66.0,761.000,1093.628,187.732,5.83,-7.597,0.186,15.802,0.186
Auto_1594,6221.24,269.80,6221.46,269.73,,,,,61.0,758.000,821.739,189.731,4.33,-7.287,0.251,16.112,0.251
Auto_1595,5242.15,662.34,5242.12,662.33,,,,,56.0,756.000,762.772,188.848,4.04,-7.206,0.269,16.193,0.269
Auto_1596,4135.43,1019.41,4135.65,1019.36,,,,,57.0,754.000,937.171,188.929,4.96,-7.430,0.219,15.969,0.219
Auto_1597,5247.90,916.07,5248.04,915.99,,,,,51.0,754.000,779.671,189.131,4.12,-7.230,0.263,16.169,0.263
Auto_1598,823.04,1692.26,823.07,1692.25,,,,,88.0,753.000,1001.831,187.727,5.34,-7.502,0.203,15.897,0.203
Auto_1599,805.59,2468.84,805.57,2468.83,,,,,85.0,752.000,982.301,188.842,5.20,-7.481,0.209,15.918,0.209
Auto_1600,582.49,2118.92,582.51,2118.89,,,,,97.0,748.000,1101.877,187.564,5.87,-7.605,0.185,15.794,0.185
Auto_1601,1855.33,1704.91,1855.38,1704.92,,,,,74.0,746.000,992.011,187.189,5.30,-7.491,0.205,15.908,0.205
Auto_1602,1304.11,821.00,1304.07,820.98,,,,,76.0,745.000,1028.988,187.657,5.48,-7.531,0.198,15.868,0.198
Auto_1603,5701.57,3311.03,5701.69,3311.04,,,,,63.0,745.000,888.578,189.288,4.69,-7.372,0.231,16.027,0.231
Auto_1604,107.58,1520.69,107.62,1520.68,,,,,86.0,745.000,1032.613,188.465,5.48,-7.535,0.198,15.864,0.198
Auto_1605,213.48,3086.39,213.52,3086.41,,,,,96.0,743.000,970.235,187.986,5.16,-7.467,0.210,15.932,0.210
Auto_1606,230.66,3498.54,230.69,3498.59,,,,,89.0,743.000,1024.688,187.928,5.45,-7.526,0.199,15.873,0.199
Auto_1607,360.18,1777.06,360.21,1777.06,,,,,94.0,740.000,1023.107,188.457,5.43,-7.525,0.200,15.874,0.200
Auto_1608,6037.73,3937.15,6037.70,3937.19,,,,,63.0,740.000,874.309,188.638,4.63,-7.354,0.234,16.045,0.234
Auto_1609,4731.07,603.63,4731.26,603.51,,,,,63.0,739.000,804.119,189.482,4.24,-7.263,0.256,16.136,0.256
Auto_1610,563.53,1878.36,563.60,1878.35,,,,,84.0,736.000,1101.396,188.434,5.84,-7.605,0.186,15.794,0.186
Auto_1611,271.66,4036.45,271.65,4036.47,,,,,87.0,735.000,1092.664,188.284,5.80,-7.596,0.187,15.803,0.187
Auto_1612,3954.23,4075.56,3954.33,4075.67,,,,,65.0,734.000,979.246,188.323,5.20,-7.477,0.209,15.922,0.209
Auto_1613,2091.70,1639.38,2091.69,1639.28,,,,,73.0,734.000,1128.986,187.825,6.01,-7.632,0.181,15.767,0.181
Auto_1614,2034.58,1735.52,2034.58,1735.45,,,,,60.0,733.000,1141.278,188.363,6.06,-7.643,0.179,15.756,0.179
Auto_1615,1264.77,3487.86,1264.77,3487.86,,,,,89.0,732.000,979.455,188.010,5.21,-7.477,0.208,15.922,0.208
Auto_1616,6176.98,2772.95,6177.11,2772.95,,,,,58.0,731.000,761.810,189.157,4.03,-7.205,0.270,16.194,0.270
Auto_1617,664.78,2948.35,664.78,2948.36,,,,,94.0,731.000,948.027,187.617,5.05,-7.442,0.215,15.957,0.215
Auto_1618,2203.35,3204.82,2203.38,3204.84,,,,,81.0,731.000,1019.136,187.495,5.44,-7.521,0.200,15.878,0.200
Auto_1619,3021.56,983.61,3021.58,983.51,,,,,61.0,729.000,1030.706,188.218,5.48,-7.533,0.198,15.866,0.198
Auto_1620,2923.30,487.92,2923.42,487.91,,,,,71.0,729.000,890.667,189.207,4.71,-7.374,0.231,16.025,0.231
Auto_1621,3357.06,2165.51,3357.16,2165.47,,,,,60.0,729.000,949.828,188.206,5.05,-7.444,0.215,15.955,0.215
Auto_1622,356.82,3587.95,356.80,3587.96,,,,,92.0,726.000,1039.728,188.174,5.53,-7.542,0.196,15.857,0.196
Auto_1623,5767.88,1651.45,5767.82,1651.43,,,,,57.0,725.000,808.059,189.711,4.26,-7.269,0.255,16.130,0.255
Auto_1624,5801.62,4097.90,5801.68,4097.97,,,,,66.0,724.000,889.935,189.014,4.71,-7.373,0.231,16.026,0.231
Auto_1625,5321.90,240.70,5321.99,240.64,,,,,65.0,722.000,929.638,189.684,4.90,-7.421,0.222,15.978,0.222
Auto_1626,4144.60,876.20,4144.70,876.16,,,,,60.0,721.000,818.954,189.079,4.33,-7.283,0.251,16.116,0.251
Auto_1627,6004.42,3402.61,6004.54,3402.69,,,,,58.0,719.000,751.503,189.321,3.97,-7.190,0.274,16.209,0.274
Auto_1628,775.46,1061.07,775.47,1061.04,,,,,73.0,717.000,1058.183,187.914,5.63,-7.561,0.193,15.838,0.193
Auto_1629,4922.06,418.71,4922.06,418.61,,,,,55.0,717.000,922.997,190.131,4.85,-7.413,0.224,15.986,0.224
Auto_1630,4556.04,179.98,4556.15,179.91,,,,,55.0,716.000,732.887,189.372,3.87,-7.163,0.281,16.236,0.281
Auto_1631,2619.17,2727.23,2619.22,2727.27,,,,,71.0,713.000,959.750,186.688,5.14,-7.455,0.211,15.944,0.211
Auto_1632,1746.05,1058.54,1746.08,1058.46,,,,,67.0,712.000,940.474,187.470,5.02,-7.433,0.216,15.966,0.216
Auto_1633,2322.28,2054.24,2322.34,2054.23,,,,,79.0,710.000,1028.208,188.399,5.46,-7.530,0.199,15.869,0.199
Auto_1634,5739.33,764.44,5739.41,764.43,,,,,59.0,709.000,744.133,188.728,3.94,-7.179,0.275,16.220,0.275
Auto_1635,5460.99,4027.01,5461.10,4027.12,,,,,59.0,709.000,795.685,188.469,4.22,-7.252,0.257,16.147,0.257
Auto_1636,2385.15,1554.83,2385.27,1554.84,,,,,62.0,709.000,962.307,187.940,5.12,-7.458,0.212,15.941,0.212
Auto_1637,48.88,1071.91,48.81,1071.89,,,,,84.0,706.000,870.971,189.108,4.61,-7.350,0.236,16.049,0.236
Auto_1638,2123.93,3631.04,2123.98,3631.06,,,,,75.0,704.000,961.146,187.594,5.12,-7.457,0.212,15.942,0.212
Auto_1639,3140.35,3471.87,3140.44,3471.88,,,,,72.0,704.000,932.280,187.912,4.96,-7.424,0.219,15.975,0.219
Auto_1640,3664.14,1635.52,3664.21,1635.48,,,,,59.0,703.000,885.813,188.039,4.71,-7.368,0.230,16.031,0.230
